,name,username,user_id,verified,location,source,lang,text,possibly_sensitive,edit_history_tweet_ids,tweet_id,created_at,type
1442,Miguel Angel Salgado,_miguel_salgado,128340144.0,False,Coyoacan df,Twitter for Android,es,"@carosports So he lost nothing to regret.
Just as Mexico is losing all Colombian fans due to bad treatment in migration to them.
@LeoMessiFanClub @lopezobrador_ @petrogustavo @miseleccionmx @GobCDMX @AlvaroLeyva @jsanchezcristo @jorgeramosnews",False,['1597263187321454593'],1597263187321454593,2022-11-28 16:16:34+00:00,replied_to
1443,𝕸𝕺𝖚𝕺: 𝕯𝖔𝖔𝖒𝖊𝖉,Cerere11,1.2844720993572372e+18,False,,Twitter for Android,es,"@miseleccionmx @UnVasoDeLALA The question is, why do they call it the national team? if it is from a private business, shouldn't it be telerisa selection and associates?",False,['1597263174063226885'],1597263174063226885,2022-11-28 16:16:31+00:00,replied_to
1444,Guillermo Sosa,GuilleSos,1.4777119722170737e+18,False,,Twitter for Android,es,IT BOLUDES YOU UNTIL FIFA @miseleccionmx MOGOLICOSSS https://t.co/v2YEiZXGaE,False,['1597263136771358721'],1597263136771358721,2022-11-28 16:16:22+00:00,quoted
1445,XEU Deportes,xeudeportesmx,1.4618205654722314e+18,False,"Veracruz, México",Twitter for iPhone,es,@miseleccionmx Vamosssss,False,['1597263134993317888'],1597263134993317888,2022-11-28 16:16:21+00:00,replied_to
1446,Eduardo,Eduardo03858668,1.190335102582231e+18,False,,Twitter for iPhone,qme,@ALFREDOSAADEV @miseleccionmx @Canelo @RedAMLOmx @FMF @afa @CFKArgentina @Francis73914361 https://t.co/HzA0wsMJUN,False,['1597263131382001664'],1597263131382001664,2022-11-28 16:16:20+00:00,replied_to
1447,Teófilo Huerta,teohuerta,41181175.0,False,México,Twitter Web App,es,"@miseleccionmx They were told a thousand times that they had to run to Tata and they were still stubborn, he himself resigned 2 times and they rejected his resignation. Well, what did they see to ratify it? This failure was already seen coming from the tie and the main culprit is Yon de Luisa, he has to get out of the FMF",False,['1597263131327463424'],1597263131327463424,2022-11-28 16:16:20+00:00,replied_to
1448,Giovanni Montelongo,giomontelongo,133473392.0,False,Culiacan Sinaloa,Twitter for Android,es,@jperezr0 @FerminRock @miseleccionmx Only France 98 had something nice right?,False,['1597263119289438208'],1597263119289438208,2022-11-28 16:16:18+00:00,replied_to
1449,adal cervanutre,maydelapelotita,360641949.0,False,,Twitter Web App,es,"The fact that Messi touched the @miseleccionmx jersey with his foot is the most dignified thing that has happened to that jersey in this World Cup, the only thing that hurts me is that he didn't do it with his left foot. #MESSI #MexicoVsArgentina #canelomessi",False,['1597263110259507200'],1597263110259507200,2022-11-28 16:16:15+00:00,
1450,Juan Jaime,JuanJaime1000,3471073880.0,False,,Twitter for iPhone,es,@miseleccionmx I hope we lose so that their gold mine goes away,False,['1597263073148276737'],1597263073148276737,2022-11-28 16:16:07+00:00,replied_to
1451,Nos siguen pegando,jos_1987,88573856.0,False,,Twitter for iPhone,es,"x2!
100% agree with @plazacasals
Crack and well said 👏🏽👏🏽👏🏽

@miseleccionmx https://t.co/bwuzBvCfeW",False,['1597263019138252800'],1597263019138252800,2022-11-28 16:15:54+00:00,quoted
1452,EL SILENCIADOR,el_22739,326407149.0,False,Mexico,Twitter Web App,es,#MEX @miseleccionmx is the only Concacaf team that has not scored a goal in #Qatar2022,False,['1597262990449205248'],1597262990449205248,2022-11-28 16:15:47+00:00,
1453,Jesuzo González,Jesuzo23,153878418.0,False,,Twitter for Android,es,@miseleccionmx Hopefully they already have the plane tickets for Thursday... or they will be very expensive.,False,['1597262956668280833'],1597262956668280833,2022-11-28 16:15:39+00:00,replied_to
1454,LuisFer Guadarrama,lusferguadalag,1.5595745675841618e+18,False,"Los Reyes, Michoacán de Ocampo",Twitter for iPhone,es,"These carnales about to commit suicide as in ancient times when their ancestors were defeated and those of @miseleccionmx do not take long to take offense because ""the worst enemy of a Mexican is another Mexican."" The good thing is that Layún and Marc Crosas defend them 🤡 https://t.co/qX8aJRHEhL",False,['1597262954474655744'],1597262954474655744,2022-11-28 16:15:38+00:00,
1455,Pelado Leproso,ElianNewells74,1.5876524607803924e+18,False,,Twitter for iPhone,es,@GMoralesLozano @miseleccionmx They play soccer every day of their lives,False,['1597262933582827520'],1597262933582827520,2022-11-28 16:15:33+00:00,replied_to
1456,martin =),chismutas,7.501489559216701e+17,False,hungria ,Twitter for Android,es,@miseleccionmx Run everyone,False,['1597262922132049920'],1597262922132049920,2022-11-28 16:15:31+00:00,replied_to
1457,🏆 VALVERDE BICAMPEÓN 🏆,juanvalver_de,178913165.0,False,"San Francisco del Rincón, Guan",Twitter for iPhone,es,@miseleccionmx @UnVasoDeLALA @NotiTuit Better ALPURA because it does NOT sponsor these mediocre!,False,['1597262901815181314'],1597262901815181314,2022-11-28 16:15:26+00:00,replied_to
1458,@jlElBati,jlelbati,1.3839019108647813e+18,False,,Twitter for Android,es,"@ImlXavii @miseleccionmx They are already used to being left out in the round of 16, it won't be very painful I guess hahaha",False,['1597262881434656768'],1597262881434656768,2022-11-28 16:15:21+00:00,replied_to
1459,Eduardo Romero Fernández,Eduardo63851486,1.5408314013517169e+18,False,,Twitter for Android,es,"BOLUDO THESE GUYS ARE HAPPY FOR BEING THE COUNTRY THAT LOST THE MOST MATCHES IN A WORLD CUP I CAN'T BELIEVE IT

Are you going to be so tiny @miseleccionmx? https://t.co/UIxEQbP1ey",False,['1597262871200641024'],1597262871200641024,2022-11-28 16:15:18+00:00,
1460,toby01_12,toby01_12,1.5536340654457528e+18,False,con tu hermana,Twitter for iPhone,es,@rwhitemx @miseleccionmx @Canelo Hahahahahaha ahuevo nobody wants that resentful Indian,False,['1597262841949880325'],1597262841949880325,2022-11-28 16:15:11+00:00,replied_to
1461,Os Perea,OsPerea18,4220731.0,False,CDMX • Gotham,Twitter for Android,es,@miseleccionmx Training???? Hahahahahahahahahahahahaha https://t.co/DiGKrtQFMS,False,['1597262832571387904'],1597262832571387904,2022-11-28 16:15:09+00:00,replied_to
1462,MDumas,MDumas35539072,1.4523440859357635e+18,False,,Twitter for Android,es,@miseleccionmx After they screwed up HAHAHAHAHAHA,False,['1597262819472576520'],1597262819472576520,2022-11-28 16:15:06+00:00,replied_to
1463,tomas espinosa,TomasEsp1917,561290381.0,False,,Twitter Web App,es,"@Canelo @miseleccionmx #Messi, where are you? 🫣📱 The memes are looking for him after the threat from @Canelo 🥊
https://t.co/davYiY3DY7",False,['1597262793996062720'],1597262793996062720,2022-11-28 16:15:00+00:00,replied_to
1464,Enrique Diaz,Enrique82807905,1.1536810443458847e+18,False,,Twitter Web App,es,@alexandergp2011 @miseleccionmx Sure. Just look at each achievement.,False,['1597262793799258112'],1597262793799258112,2022-11-28 16:15:00+00:00,replied_to
1465,Alejandro Razo®,alexrazo_,2232281006.0,False,En todos lados,Twitter for Android,es,@miseleccionmx RIDICULOUS MEDIOCRE...😒,False,['1597262766783356929'],1597262766783356929,2022-11-28 16:14:53+00:00,replied_to
1466,carlos from the hill,Too__tall_,1014833490.0,False,"New Mexico, USA",Twitter for iPhone,es,"Old assholes, we are already eliminated due to their little football ability https://t.co/dMKZOQZln0",False,['1597262755907907584'],1597262755907907584,2022-11-28 16:14:51+00:00,quoted
1467,chucho dread,chuchodread,223365467.0,False,"Dublin City, Ireland",Twitter Web App,es,"@OyeCasco Many of us have an open relationship with @miseleccionmx and @FEMEXFUTAC, they have no commitment to the fans and we spend more and more on other shows and less on soccer.",False,['1597262743718883329'],1597262743718883329,2022-11-28 16:14:48+00:00,replied_to
1468,anguiano,gigo_jose,2262128533.0,False,,Twitter for iPhone,es,@miseleccionmx They insist on putting Herrera in!! OMG,False,['1597262738773770240'],1597262738773770240,2022-11-28 16:14:47+00:00,replied_to
1469,Leo,LeoSachz,1.0345846673982587e+18,False,Mordor,Twitter for iPhone,es,@miseleccionmx Get back fucking cold breasts!!!!,False,['1597262692192243713'],1597262692192243713,2022-11-28 16:14:36+00:00,replied_to
1470,Mario Alberto Garcia,MarioGl1998,7.537222826781614e+17,False,"Saltillo, Coahuila de Zaragoza",Twitter for iPhone,es,"@miseleccionmx From time to time you have to look at other teams and learn that even to lose there are ways. @theKFA died on the line and with pride, which @miseleccionmx has lacked for many years. https://t.co/mh3M8czBo4",False,['1597262656993636352'],1597262656993636352,2022-11-28 16:14:27+00:00,
1471,Bandolero_10,liolope,478169078.0,False,United States,Twitter for iPhone,qme,@tntsportsmex @miseleccionmx https://t.co/sgYlKPNU66,False,['1597262633291640833'],1597262633291640833,2022-11-28 16:14:22+00:00,replied_to
1472,Hulkabert Nordisk 🇩🇰,PopCorn_Lord,199196176.0,False,Asgard esq. Valhalla ,Twitter for Android,es,"@ElianNewells74 @ja_andradeh @Marcel1nh0_ @miseleccionmx That blowjob that, you took it from the back of the ape hahahahahaha ""human development"", neither football nor anything, they give you to swallow stop it
Blowjob and eat a bread so you think well that you are going to write fagot 🤣",False,['1597262625951580160'],1597262625951580160,2022-11-28 16:14:20+00:00,replied_to
1473,Guillermo Ceballos,GCeballosV,2513846317.0,False,"Monterrey, Nuevo León",Twitter for iPhone,qme,@tntsportsmex @miseleccionmx https://t.co/PhZu1sc42e,False,['1597262617881767941'],1597262617881767941,2022-11-28 16:14:18+00:00,replied_to
1474,Pedraza,pedraza153,8.251798612243497e+17,False,,Twitter for iPhone,es,@miseleccionmx I hope they score a goal 🥲,False,['1597262593030520834'],1597262593030520834,2022-11-28 16:14:12+00:00,replied_to
1475,BeTo Glez,BetoGlezL,99165884.0,False,"Miami, FL",Twitter for Android,es,@miseleccionmx They are not ashamed!!,False,['1597262587791839238'],1597262587791839238,2022-11-28 16:14:11+00:00,replied_to
1476,Elías Noriega García,eliasnoriega,56608000.0,False,Acapulco,Twitter for Android,es,@eulamooon @miseleccionmx That's why my canelo D'oro is going to raffle a shot against the tata and incidentally with faitelson too,False,['1597262582326259712'],1597262582326259712,2022-11-28 16:14:09+00:00,replied_to
1477,Alejandro Jiménez Guerrero,Alextjim,8.639478995199017e+17,False,,Twitter for iPhone,es,@miseleccionmx Remove the slow fucking blacksmith from the concentration,False,['1597262569818845184'],1597262569818845184,2022-11-28 16:14:07+00:00,replied_to
1478,Jesús Serrano,jesus_fcb03,1.5839969488680591e+18,False,"Yon de Luisa, Chinga tu madre.",Twitter,es,AMLO asks the Mexican National Team not to give up in Qatar 2022 https://t.co/CojdkEMSIi #Tri #MiSeleccionMX,False,['1597262541029511168'],1597262541029511168,2022-11-28 16:14:00+00:00,
1479,daniel chavez,danielchaino,952553504.0,False,,Twitter for Android,es,@RicardoBSalinas @miseleccionmx Already run for president,False,['1597262531210321920'],1597262531210321920,2022-11-28 16:13:57+00:00,replied_to
1480,Jose Daniel,danii240sx,359737671.0,False,"Monterrey, Nuevo León",Twitter for Android,es,"@gabosainz Let the signatures continue as evidence of the fatal error: Mr. Yon de Luisa President of the FMF / Mr. Gerardo Martino DT of the Mexican National Team: ""Chicharito"" must be called up to the Mexican National Team - Sign the petition! https://t.co/6ois1iNAPX via @Change_Mex",False,['1597262528119472128'],1597262528119472128,2022-11-28 16:13:57+00:00,replied_to
1481,Sandra E,PrincessAzulita,88113585.0,False,The moon,Twitter for iPhone,es,@marccrosas @miseleccionmx is so bad that they brought out this CHEAP controversy 😂 ah race don't deviate MEDIOCRES,False,['1597262499119669248'],1597262499119669248,2022-11-28 16:13:50+00:00,replied_to
1482,Poncho,PonchLoz,192766711.0,False,CDMX,Twitter for Android,es,"@miseleccionmx Let the signatures continue as evidence of the fatal mistake: Mr. Yon de Luisa President of the FMF / Mr. Gerardo Martino DT of the Mexican National Team: ""Chicharito"" must be called up to the Mexican National Team - Sign the petition! https://t.co/6ois1iNAPX via @Change_Mex",False,['1597262459806830592'],1597262459806830592,2022-11-28 16:13:40+00:00,replied_to
1483,I. CortezM,kanijo79,110741903.0,False,Ciudad de las montañas,Twitter for iPhone,es,To work to miss Wednesday that @miseleccionmx plays or I put in an economic one!!,False,['1597262442694074369'],1597262442694074369,2022-11-28 16:13:36+00:00,
1484,Héctor Kiyoshi,ticushi,44425593.0,False,,Twitter for iPhone,qme,@miseleccionmx @UnVasoDeLALA @NotiTuit #FueraTata,False,['1597262435140128769'],1597262435140128769,2022-11-28 16:13:34+00:00,replied_to
1485,Elías Quijada,eliasquijadag,171512958.0,False,GDL / MTY / CLN,Twitter for Android,es,@ecamarena1 @miseleccionmx A good piece of information that should give managers ideas. Too bad they seem to be soccer neophytes. There they will hire the first striker that the dark promoters offer them.,False,['1597262378101796865'],1597262378101796865,2022-11-28 16:13:21+00:00,replied_to
1486,Gian 🥸,Gian_Stumbo,1.5313972347298202e+18,False,,Twitter for iPhone,qme,@miseleccionmx #FueraTata,False,['1597262376327581696'],1597262376327581696,2022-11-28 16:13:20+00:00,replied_to
1487,Edith Yaneli Medina,emr_edith,2897827677.0,False,"Michoacán de Ocampo, México",Twitter for Android,es,"@miseleccionmx It's useless, they were just making a fool of themselves and I had already anticipated it",False,['1597262373555175424'],1597262373555175424,2022-11-28 16:13:20+00:00,replied_to
1488,Antonio Reyes Retana,pepereyesretana,7.019761390282629e+17,False,,Twitter for iPhone,es,"@Canelo This dude fighting over a shirt that rats, sorry, #TataMartino, coach of @miseleccionmx and the players don't care.",False,['1597262359235788803'],1597262359235788803,2022-11-28 16:13:16+00:00,replied_to
1489,JJ,JJ7199,522633991.0,False,México,Twitter for Android,es,"@Silvano_A @miseleccionmx Great, always supporting Mexico.",False,['1597262358165934080'],1597262358165934080,2022-11-28 16:13:16+00:00,replied_to
1490,maog,orend84,348903315.0,False,,Twitter for Android,qme,@Moshereskoe @ja_andradeh @Marcel1nh0_ @miseleccionmx https://t.co/8yqWpjQ7ES,False,['1597262357163409408'],1597262357163409408,2022-11-28 16:13:16+00:00,replied_to
1491,Buenaventura Magon !!!!!,PolicarpoPanta,1.5066675259998945e+18,False,,Twitter for iPhone,es,"@miseleccionmx In other words, keep buying my products and filling the industry with millions, while we continue to see your face offering a mediocre selection and medium hair. There are things that never change, the suitcase of this selection is one of them.",False,['1597262354877513729'],1597262354877513729,2022-11-28 16:13:15+00:00,replied_to
1492,Abraham Rosas,UnEpico,3154660548.0,False,MX,Twitter Web App,qme,@tntsportsmex @miseleccionmx https://t.co/0CqIQOkJOz,False,['1597262352726233089'],1597262352726233089,2022-11-28 16:13:15+00:00,replied_to
1493,M,MariaPGzz,1.366198342892589e+18,False,"Monterrey, Nuevo León",Twitter for Android,es,"@miseleccionmx CHINGUE TO HIS MOTHER THE TATA THE EXECUTIVES, I HOPE THEY FAIL SO THAT THEY RUN THEM ALL",False,['1597262292118212608'],1597262292118212608,2022-11-28 16:13:00+00:00,replied_to
1494,rodrigo bustos 🇺🇦,rbustos1974,151222463.0,False,"Cuernavaca, Morelos",Twitter for Android,qme,"@miseleccionmx @UnVasoDeLALA #FueraYonDeLuisa
#FueraMikelArriola",False,['1597262271994294272'],1597262271994294272,2022-11-28 16:12:55+00:00,replied_to
1495, Californication ,navi_rhcp,193945855.0,False,México  D.F.,Twitter for Android,es,"@miseleccionmx The problem is that for wanting a few minutes in the World Cup, the players bend over, damn cowards",False,['1597262255867203585'],1597262255867203585,2022-11-28 16:12:52+00:00,replied_to
1496,Moisés,mhechemm,342518452.0,False,,Twitter for Android,qme,@tntsportsmex @miseleccionmx https://t.co/5bw1aHSNZU,False,['1597262239924617218'],1597262239924617218,2022-11-28 16:12:48+00:00,replied_to
1497,Road to 2026 Español,roadto2026es,1.0094767386640302e+18,False,Estados Unidos,Twitter for iPhone,es,"@MarcaClaro Learn something @miseleccionmx
They play well, they SCORE GOALS and they have the humility to apologize.
""Our DT"" went to have a laugh with the DT of Argentina finishing the game.",False,['1597262215719301120'],1597262215719301120,2022-11-28 16:12:42+00:00,replied_to
